ID,FLAG,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Quoted Tweet,Reviewer,Review
45-498,HELP,,https://twitter.com/ParadaJojo/status/1579796133852766208,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@ParadaJojo,Jojo Parada,,ERROR,2016-07-23 06:30:56+00:00,69,32,,"Analogy 101. Re: ""The peso is weak not because it is weak. The peso is weak because the dollar is strong"" says Sandro, anak ni Marcos Jr.",,,2022-10-11 11:28:44+00:00,,,87,1,10,0,Unidentified,ERROR,,,https://twitter.com/MiaMagdalena/status/1579769260078821376,,
45-499,REJECT,,https://twitter.com/JoseOlegs/status/1579795905133576192,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@JoseOlegs,Jose Olegs,🇵🇭🏳️‍🌈🌷🌸✊,ERROR,2020-02-19 04:00:59+00:00,998,153,,"me trying to be philosophical and shit:

✨ the peso is weak because the dollar is strong ✨",,,2022-10-11 11:27:49+00:00,,,1,0,0,0,Unidentified,ERROR,,,https://twitter.com/iMPACTPH2019/status/1579754408333967361,,
45-500,ACCEPT,4/18/2023 23:45:40,https://twitter.com/walf_/status/1579792984891351040,45,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@walf_,\🐺\ᜉᜎᜓᜋᜇ᜔ 🕊️🛖,"i am a lone wolf in a dovecote / technologist / i love coding, piano, singing, nature, photography / PHI 🇵🇭💚🏞️🏝️🎹",Anonymous,2009-07-23 08:31:47+00:00,1163,407,Makati | Bacolod | Philippines,Peso (our own currency) is getting weak because the dollar is getting strong as it is a safety net for many other currencies. He has a point and I don't blame him. He actually makes sense. Some people convert their currencies to dollar. The global market is trading in dollar.,,"Text,Quote",2022-10-11 11:16:13+00:00,, Rational,1,1,1,0,Unidentified,NEED CONTEXT,,,https://twitter.com/iMPACTPH2019/status/1579754408333967361,,
45-501,REJECT,,https://twitter.com/mndljae/status/1579791893843451904,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@mndljae,ㅈ,,ERROR,2019-01-25 11:57:11+00:00,133,110,,the peso is not weak because the peso is weak. the peso is weak because the dollar is strong. yawa. na. gyud. ni. ron. bai.,,,2022-10-11 11:11:53+00:00,,,2,1,0,0,Unidentified,ERROR,,,No Quoted,,
45-502,HELP,,https://twitter.com/aeslovbot/status/1579791826177097728,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@aeslovbot,angie ! check pinned for new acc,mark what r we,ERROR,2022-06-28 18:30:56+00:00,417,465,,what kind of analogy is “the peso is not weak because the peso is weak. the peso is weak because the dollar is strong” 😭😭😭😭 sandro anuna?????????,,,2022-10-11 11:11:37+00:00,,,2,0,1,0,Unidentified,ERROR,,,No Quoted,,
45-503,HELP,,https://twitter.com/Drinnnsu/status/1579791709835517952,117,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@Drinnnsu,Ahjin,I wander aimlessly to a hazy horizon full of unknowns and mysteries.,ERROR,2020-03-21 10:43:49+00:00,113,137,,"If the Philippine Peso was in fact strong on its own, why assert the growing dominance of the US Dollar?

Is the Philippine Peso only strong if other currencies are weak?

Come on, ours should remain strong even if other currencies rise. But here we are justifying its weakness.",,,2022-10-11 11:11:09+00:00,,,0,0,1,0,Unidentified,ERROR,,,No Quoted,,
45-504,REJECT,,https://twitter.com/yoonhonqs/status/1579791383745155074,117,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@yoonhonqs,ً,"In Jeonghan we trust, in Joshua he thrust | #윤홍 yoonhong only, no reverse‼️| #철수 brainrot | tweets & rts 🔞 | i write sometimes",ERROR,2015-11-27 04:34:35+00:00,167,1426,,"dominant trait is a strong trait so para siyang dollar then we have recessive trait, weak trait iyon so para siyang peso. ganon ba 'yon pre?",,,2022-10-11 11:09:51+00:00,,,1,0,0,0,Unidentified,ERROR,,,https://twitter.com/AltStarMagic/status/1579736320091774976,,
45-505,ACCEPT,4/18/2023 23:47:14,https://twitter.com/JoloGonzaless/status/1579789502037753858,45,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@JoloGonzaless,Jolo Gonzales | he/him,"Economics student, singer/host • 22 • partnered, open rel",Identified,2011-02-21 12:36:41+00:00,996,3213,22 • he/him • emotionally unav,"Okay stupid bitch. Tama ka naman that the peso is weak because the dollar is strong, however the weakness of the peso in relation to the dollar is affected by many many factors not just the currency devaluation itself. Kaya mali ka ren. Mahina ang peso, kase mahina any peso.",,"Text,Quote",2022-10-11 11:02:23+00:00,, Rational Emotional,6,0,1,0,Unidentified,FACT,,,https://twitter.com/covidasasarap/status/1579734885857906690,,
45-506,HELP,,https://twitter.com/Huijucristo/status/1579788875064827909,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@Huijucristo,"Lans 🪐️SKZ 5TH anniversary (saw SKZ, Mcnd)","LeeknownaticsforeverikawlangPhchapter

BIC: hello~~!!!!✌️✌️🤙🤙
HUIJUN: YES I DO

'I THINK THEREFORE I EXIST '
-Castle J",ERROR,2020-05-19 06:10:48+00:00,466,252,,"ok the dollar is strong, quite reasonable thing to say ok. Peso is weak, coz of the lack of attention and solutions, ur just waiting for the apple to fall of a tree jusko. Dollar is weak but why do our neighboring countries experience lesser effects, cos their gov is doing smthng",,,2022-10-11 10:59:53+00:00,,,3,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-507,ACCEPT,4/18/2023 23:48:26,https://twitter.com/Patatased/status/1579788232899690496,45,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@Patatased,jdefg,,Anonymous,2020-02-28 13:32:23+00:00,122,65,"Lopez, Calabarzon","“I would like to make one thing clear... the peso is not weak because the peso is weak. The peso is weak because the dollar is strong.”

Yes",,Text,2022-10-11 10:57:20+00:00,, Rational,0,0,0,0,Unidentified,NEED CONTEXT,,,No Quoted,,
45-508,REJECT,,https://twitter.com/LongakitKevin/status/1579786972847300608,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@LongakitKevin,Kevz,ahoi,ERROR,2021-12-11 16:46:01+00:00,165,44,,"""I would like to make one thing clear...the peso is not weak because the peso is weak. The peso is weak because of the dollar is strong.""
🤣🤣🤣",,,2022-10-11 10:52:20+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-509,REJECT,,https://twitter.com/paulynomialx/status/1579784819428368384,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@paulynomialx,"Glenn Aclo, MBA",por - sixtin - tutu,ERROR,2019-03-10 02:17:26+00:00,663,1352,,"Binigyan kayo ng pag kakataong umangat ang buhay ng lahat, pinili n’yo is umangat presyo ng bilihin, produktong petrolyo at “The peso is not weak because the dollar is strong”.",,,2022-10-11 10:43:46+00:00,,,2,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-510,REJECT,,https://twitter.com/brittannybb/status/1579783933809799170,118,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@brittannybb,Ani,,ERROR,2015-10-04 14:34:00+00:00,170,254,,"""The peso is not weak because the peso is weak. The peso is weak because the dollar is strong."" -Son of a bitch",,,2022-10-11 10:40:15+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-511,REJECT,,https://twitter.com/thebookofjoss/status/1579781201220767745,118,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@thebookofjoss,ْٰ,,ERROR,2016-04-10 18:42:26+00:00,238,207,,peso is weak because dollar is strong,,,2022-10-11 10:29:23+00:00,,,1,2,0,0,Unidentified,ERROR,,,No Quoted,,
45-512,REJECT,,https://twitter.com/ort_hinari/status/1579780799100252161,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@ort_hinari,small bepo,crisbrowners count - 3,ERROR,2021-12-02 13:40:17+00:00,157,95,,"actually tru ni to some extent kay the US is releasing policies to make the dollar strong maoy financial peeps didtos US urged the people to hold onto their dollars and not buy any securities anay kay it wouldn't translate well pa pero hoy gagu, the peso is weak man sab. utok daw",,,2022-10-11 10:27:48+00:00,,,0,0,0,0,Unidentified,ERROR,,,https://twitter.com/covidasasarap/status/1579734885857906690,,
45-513,HELP,,https://twitter.com/Huling_Ibarra/status/1579774630180851712,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@Huling_Ibarra,Ibarra,ⓘ Future Astrophysicist.,ERROR,2019-08-04 15:30:40+00:00,435,118,,hUuUUUh? Eh same lang naman ang meaning strong ang dollar kasi weak ang peso :'P,,,2022-10-11 10:03:17+00:00,,,0,0,0,0,Unidentified,ERROR,,,https://twitter.com/AltStarMagic/status/1579736320091774976,,
45-514,HELP,,https://twitter.com/MissSarcasticPh/status/1579772019616649216,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@MissSarcasticPh,Ms. Sarcastic,Kalaban ng #troll #fakenewspeddler & feeling #vlogger & #socialmediainfluencer  Humanda kayo!!!,ERROR,2022-02-09 11:02:36+00:00,28,2,,"Ok sige, how about this #sandromarcos ?
""the dollar is not strong because the dollar is strong, the dollar is strong because the peso is weak""
Sige ano pang gusto mong #logic ??? Hmmm, questionin nga ang diploma nitong #bugok na eto?!! https://t.co/N1U4LnJZNJ",,,2022-10-11 09:52:54+00:00,,,1,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-515,REJECT,,https://twitter.com/imjaytrabuco/status/1579771481533579264,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@imjaytrabuco,Jace Trabuco #16 ,,ERROR,2011-04-01 09:07:00+00:00,3327,751,,Sana sinabi na lang nya na the “peso appears to be weak because the dollar is strong” hahaha!,,,2022-10-11 09:50:46+00:00,,,0,0,0,0,Unidentified,ERROR,,,https://twitter.com/_mo4d_/status/1579742336590151680,,
45-516,REJECT,,https://twitter.com/Don8don3/status/1579771142013079552,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@Don8don3,𝐃𝐨𝐧-𝐃𝐨𝐧 𝐁𝐢𝐬𝐚𝐲𝐚 ,,ERROR,2018-11-14 12:27:39+00:00,1954,2417,,"The peso is not weak beacuse the peso is weak .

The peso is weak because the dollar is strong .

Tongue Twister Master
~ Sandro Marcos",,,2022-10-11 09:49:25+00:00,,,28,3,3,1,Unidentified,ERROR,,,No Quoted,,
45-517,REJECT,,https://twitter.com/rainbroe/status/1579769682806341633,119,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@rainbroe,dancing,account schedule: march to may = alive 🔥 rest of the year = dead 💀u can find me on plurk,ERROR,2021-07-31 19:46:28+00:00,234,142,,"sandro: the peso is weak because the dollar is strong

also sandro: i sound like an idiot but my face is thick",,,2022-10-11 09:43:37+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-518,REJECT,,https://twitter.com/GabrielJohn_85/status/1579769482033393665,119,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@GabrielJohn_85,Gabo,"Rants|Dumps|and all other 
🦎 Leopard gecko owner
🏋️‍♂️ Workout guy",ERROR,2022-07-07 10:27:25+00:00,25,11,,😲oh kaya pala the peso is weak cause the dollar is strong WOAH ANG GALING 👏👏👏,,,2022-10-11 09:42:49+00:00,,,0,0,0,0,Unidentified,ERROR,,,https://twitter.com/AltStarMagic/status/1579736320091774976,,
45-519,REJECT,,https://twitter.com/MiaMagdalena/status/1579768769211404290,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@MiaMagdalena,Miss Maggie,The North | Blood Type: O-negative | Loyal but not stupid,ERROR,2011-12-28 03:18:01+00:00,399,30051,,"The peso is weak because the dollar is strong.

Here. Please… https://t.co/uFfeiPOXVF",,,2022-10-11 09:39:59+00:00,,,715,74,108,16,Unidentified,ERROR,,,No Quoted,,
45-520,REJECT,,https://twitter.com/ulybog/status/1579768639393501185,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@ulybog,ulybog,even the best fall down sometimes.,ERROR,2009-09-28 17:26:12+00:00,1817,19179,,"""The peso is not weak because the peso is weak. The peso is weak because the dollar is strong."" https://t.co/EJRHi1KO5u",,,2022-10-11 09:39:28+00:00,,,1,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-521,REJECT,,https://twitter.com/Donizillacares/status/1579768231770066944,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@Donizillacares,Doni,Part-time Frustrated Astronaut | Full-time Lawyer | Milo's Tatay | Isko | Beta Sigman,ERROR,2019-05-06 15:22:01+00:00,426,278,,"House of the Dragon quotes?

""I have never known any one so strong as my sweet nephews, so let us drain our cups to these three strong boys"" 

“I would like to make one thing clear…the peso is not weak because the peso is weak. The peso is weak because the dollar is strong""",,,2022-10-11 09:37:51+00:00,,,2,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-522,ACCEPT,3/31/2023 1:13:23,https://twitter.com/outsidechamber/status/1579767770925142016,45,"Narte, Jeric",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@outsidechamber,no name,valar dohaeris,Anonymous,2021-07-03 07:30:40+00:00,61,114,Unidentified,"""The peso is not weak because the peso is weak. The peso is weak because the dollar is strong.""

Sobrang linaw pero hirap na hirap yung mga may indoctrinated braincell ni joma intindihin sinabi ni sandro.",,Text,2022-10-11 09:36:01+00:00,, Emotional,25,3,3,0,Unidentified,NEED CONTEXT,,,No Quoted,,
45-523,ACCEPT,4/18/2023 23:53:18,https://twitter.com/aijem7/status/1579766209226379265,45,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@aijem7,DRGaijeM,What you see is not what you usually get...,Identified,2009-06-27 14:14:52+00:00,357,105,Manila,"""I would like to make one thing clear... The dollar is not strong because the dollar is strong. The dollar is strong because the peso is weak."" https://t.co/VHgrgSt56f",,"Text,Image",2022-10-11 09:29:49+00:00,, Rational,0,0,0,0,Unidentified,NEED CONTEXT,,identified due to fb link on bio,No Quoted,,
45-524,HELP,,https://twitter.com/rryyyaaaannnn/status/1579759461677543424,120,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@rryyyaaaannnn,Ryan,“That men do not learn very much from the lessons of history is the most important of all the lessons that history has to teach.” -Aldous Huxley,ERROR,2016-10-16 16:50:13+00:00,1037,7468,,"Basta ang alam ko, Philippines could’ve been so much better in the hands of a genuine public servant and a true economist who has concrete plans to revive our economy.

She wouldn’t just say the peso is weak because the dollar is strong. 😏",,,2022-10-11 09:03:00+00:00,,,612,1,119,4,Unidentified,ERROR,,,No Quoted,,
45-525,REJECT,,https://twitter.com/cottondudumcist/status/1579758499332251649,120,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@cottondudumcist,xxaie | rover out now,filo | exo and skz defender,ERROR,2017-10-17 03:02:55+00:00,1101,770,,"dear sandro marcos,

if the peso is weak because the dollar is strong, then i am smart because you're stupid 😄",,,2022-10-11 08:59:11+00:00,,,10,3,4,0,Unidentified,ERROR,,,No Quoted,,
45-526,HELP,,https://twitter.com/America05G/status/1579758105717768192,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@America05G,academic disaster era,"Obamna 🫤🥱
SODA! 🥤😮",ERROR,2019-01-19 06:24:44+00:00,131,90,,"Actually, yeah it is strong, but the dollar being strong and the peso being weak isn't a great combo.

Plus Blengbong ain't even doing something. Sayang naman yung supermajority niya sa congress, so big that others would literally kill for one.",,,2022-10-11 08:57:37+00:00,,,1,0,0,0,Unidentified,ERROR,,,https://twitter.com/_mo4d_/status/1579742336590151680,,
45-527,REJECT,,https://twitter.com/jechcampo/status/1579757966873735170,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@jechcampo,jim beam,sapere aude,ERROR,2016-08-01 09:56:55+00:00,497,966,,"“The peso is weak because the dollar is strong”

hoy HAHAHAHAHAHA 😭😭😭",,,2022-10-11 08:57:04+00:00,,,4,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-528,REJECT,,https://twitter.com/lianne_dev/status/1579756911091908608,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@lianne_dev,eillz aenn,scalar ng bayan,ERROR,2016-09-28 07:32:26+00:00,288,124,,"woiii kala ko smart ning anak, pareho ra mn diay sa father, dili daw weak ang peso kay strong lang ang dollar layk whuttt hahahah like father like son mn ayy",,,2022-10-11 08:52:52+00:00,,,1,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-529,ACCEPT,4/18/2023 23:54:59,https://twitter.com/lakwatsarah/status/1579756775561392128,45,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@lakwatsarah,seiruhhhhh,yes i'm a sloth but i'm the best sloth in town ✨ // fur parent to bebi Haley era 🐶🖤,Anonymous,2010-11-25 21:41:12+00:00,1625,16970,Republic of the Philippines,"As the peso becomes weaker not because it is weak but because the dollar is strong, government has done the following:

✅️ 20% increase in import volume YoY as of Septmber 2022
✅️ borrowed $2 billion in dollar bonds in October 2022",,"Text,Quote",2022-10-11 08:52:20+00:00,, Rational,42,2,7,0,Unidentified,NEED CONTEXT,,,https://twitter.com/markyscrackling/status/1579754384715812864,,
45-530,REJECT,,https://twitter.com/_darkmarionette/status/1579756705583632385,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@_darkmarionette,Xyrien 赛林,"HELLO DARKNESS MY OLD FRIEND 🙃🖤

Cosplayer|Fujoshi|Frustrated Singer|♐️|💖💛💙|💀🖤👽🔮
#MoontoEarth🌙",ERROR,2011-02-13 15:48:41+00:00,174,145,,"Yas. Yas. Yas. 😔 

pero ika nga nila Peso is not weak.
Peso is weak bcoz the dollar is strong. 🙃😑",,,2022-10-11 08:52:03+00:00,,,0,0,0,0,Unidentified,ERROR,,,https://twitter.com/heymegandale/status/1579113195540975616,,
45-531,REJECT,,https://twitter.com/__trifle/status/1579756493595115520,121,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@__trifle,mako,c'est la vie,ERROR,2020-06-27 03:48:36+00:00,548,134,,"""The peso is weak because the dollar is strong"" 🤣🤣🤣🤣🤣",,,2022-10-11 08:51:13+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-532,REJECT,,https://twitter.com/10forleonor/status/1579756033580617728,121,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@10forleonor,mar(ia) 🌸 *busy sa nsg schl 👩‍⚕️📚*,“her bride's” 🤪,ERROR,2022-03-05 03:13:22+00:00,171,1011,,"""the peso is not weak because the peso is weak. the peso is weak because the dollar is strong."" 

pag sinuntok ko yang bunganga mo, di ka mabubungal, mawawalan ka lang ng ngipin, stomoyon beh? 😁",,,2022-10-11 08:49:23+00:00,,,4,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-533,HELP,,https://twitter.com/Tobitochondria/status/1579755003363090437,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@Tobitochondria,Tobito,"Peace, Land, & Extra Rice",ERROR,2018-07-29 22:27:46+00:00,1051,1811,,"To be fair, totoo namang the dollar is strong but Sandro Marcos atbp. just twisted it as if its what fate deemed the peso to be. 

A weak peso/strong dollar is not an excuse for you to just let the people scrape for food while you all live lavishly.

Do your jobs.",,,2022-10-11 08:45:17+00:00,,,3403,1,671,41,Unidentified,ERROR,,,No Quoted,,
45-534,REJECT,,https://twitter.com/iMPACTPH2019/status/1579754408333967361,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@iMPACTPH2019,iMPACT Leadership,Building the nation by raising the next generation of transformational leaders.,ERROR,2019-02-04 09:10:20+00:00,69,10455,,"THE PESO IS WEAK BECAUSE THE DOLLAR IS STRONG'

House Senior Deputy Majority Leader Sandro Marcos (Ilocos Norte, 1st District) comments on the weakening Philippine peso. https://t.co/bPtUim0asG",,,2022-10-11 08:42:56+00:00,,,340,120,54,641,Unidentified,ERROR,,,No Quoted,,
45-535,HELP,,https://twitter.com/markyscrackling/status/1579754384715812864,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@markyscrackling,Mark Famatigan,@IBONFoundation researcher. #PeopleEconomics,ERROR,2012-05-21 11:58:10+00:00,1537,2535,,"There's truth to the peso weak, dollar strong narrative, but it's already becoming a banal excuse. We should ask: What are non-monetary approaches that the government is doing to improve supply and drive prices down? Is there targeted subsidy? Tax cuts for the right people?",,,2022-10-11 08:42:50+00:00,,,563,1,161,13,Unidentified,ERROR,,,No Quoted,,
45-536,HELP,,https://twitter.com/Carwyn_Candila/status/1579752059230097416,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@Carwyn_Candila,Carwyn,curly hair f*g commie from the south,ERROR,2016-05-12 03:39:24+00:00,2179,6317,,"Totoo namang the peso is weak because the dollar is strong. This is a global crisis.

But to say that since it's not our fault, it's not our problem to solve, is wrong.

There are many fiscal and monetary policies to curb inflation of the peso.

Pero walang ginagawa si Marcos.",,,2022-10-11 08:33:35+00:00,,,137,1,23,1,Unidentified,ERROR,,,No Quoted,,
45-537,HELP,,https://twitter.com/dmmsanjuan/status/1579750258896408576,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@dmmsanjuan,David Michael San Juan,"Professor at De La Salle University. Convener, Tanggol Wika. 
Convener, Professionals for a Progressive Economy.",ERROR,2020-04-22 00:30:50+00:00,758,1257,,"The peso is weak daw because the dollar is strong. Not necessarily and granted for the sake of argument that it's factual, the question is why are you not doing anything to help Filipinos reeling from the impact of the weak currency.",,,2022-10-11 08:26:26+00:00,,,16,1,0,0,Unidentified,ERROR,,,No Quoted,,
45-538,REJECT,,https://twitter.com/gelotine_/status/1579749681076506624,122,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@gelotine_,ジャスティン・アンジェロ,p = avc || upd - bs econ,ERROR,2014-10-18 04:25:49+00:00,632,1043,,"The peso is weak because the dollar is strong. And oh, by the way, water is wet.",,,2022-10-11 08:24:08+00:00,,,3,1,0,0,Unidentified,ERROR,,,No Quoted,,
45-539,REJECT,,https://twitter.com/ALTiWantTFC/status/1579749617205653504,122,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@ALTiWantTFC,ً,"ⓘ Unofficial / fake / parody account - not affiliated with ABS-CBN & iWantTFC - publishing own tweets, reviews and commentary.

labyu elon",ERROR,2020-08-24 06:24:48+00:00,627,5060,,"""The peso is not weak because the peso is weak. The peso is weak because the dollar is strong"" https://t.co/2uFU4DiXHk",,,2022-10-11 08:23:53+00:00,,,7,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-540,REJECT,,https://twitter.com/chocoliciousKAI/status/1579747720537210882,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@chocoliciousKAI,𝑹𝒆𝒈𝒊𝒏𝒂🌼—#KAI_R𝓞VER #CHANYEOLXPENSHOPPE,𝘢𝘯𝘥 𝘐 𝘸𝘢𝘴 𝘵𝘩𝘦 𝘧𝘢𝘯𝘨𝘪𝘳𝘭 𝘢𝘵 𝘵𝘩𝘦 𝘧𝘳𝘰𝘯𝘵 𝘰𝘧 𝘵𝘩𝘦 𝘴𝘩𝘰𝘸「ᴘʀᴏᴜᴅ ᴇxᴏ-ʟ ᴇsᴛ. 2014」✨𝓦𝓮 𝓪𝓻𝓮 𝓫𝓵𝓮𝓼𝓼𝓮𝓭 ✨ #MissyAngels 6️⃣5️⃣🎹,ERROR,2016-03-18 09:15:06+00:00,710,364,,"""The peso is weak because the dollar is strong.""

pota ayaw q na talaga 😭😭😭😭
dito ba talaga napupunta ang tax naten 😭😭😭😭😭😭😭😭😭",,,2022-10-11 08:16:21+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-541,HELP,,https://twitter.com/shamrocker_oo_/status/1579745172656918529,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@shamrocker_oo_,𝐬𝐡𝐚𝐦𝐫𝐨𝐜𝐤𝐞𝐫 ☘,"globetrotter, jazz singer, exquisite cook, good painter, brilliant photographer... and above all - A BIG LIAR 🙈",ERROR,2012-11-28 23:25:05+00:00,1198,2677,,"The peso is WEAK because the peso is weak due to strong dollar! Wag kang tanga, Sandro!

The 🇵🇭 is largely dependent on importation to maintain economic growth and since the US Fed aggressively hike interest rates, the demand for USD grew thus weakening the value of peso. https://t.co/cwi7DSZId3",,,2022-10-11 08:06:14+00:00,,,40,6,9,0,Unidentified,ERROR,,,No Quoted,,
45-542,REJECT,,https://twitter.com/angmalaya/status/1579744834147221511,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@angmalaya,Jasper #RejectandResist,Magpunyagi! #HindiTerorista #JoinNDMOs,ERROR,2010-05-20 09:33:10+00:00,620,1323,,"The peso is weak because the dollar is strong, sabi nung trying hard na anak ng trying hard na presidente. Kaya nagre-recede ang hairline at lumalala ang hairfall ko e.",,,2022-10-11 08:04:53+00:00,,,3,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-543,REJECT,,https://twitter.com/JoSealtiel/status/1579743150129950721,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@JoSealtiel,Jose,"free bitch, baby",ERROR,2014-07-12 09:11:10+00:00,319,277,,"Claim: The peso is weak when the dollar is strong.
Fact: The dollar is strong.
Implication: ...",,,2022-10-11 07:58:11+00:00,,,0,1,0,0,Unidentified,ERROR,,,https://twitter.com/covidasasarap/status/1579734885857906690,,
45-544,REJECT,,https://twitter.com/kaeya_lillies/status/1579733118780858369,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@kaeya_lillies,❆「frostwind」❆ 146/180 for baizhu,"18+ / nsfw / kaeya main / antis dni / leaks / GI ar60, TOT lvl80 / no need to follow / no angst, me cri 🥲 /《💀🕊》pfp by: @Maay36uls",ERROR,2021-08-03 06:24:08+00:00,946,108,,the peso is weak because the dollar is strong,,,2022-10-11 07:18:20+00:00,,,3,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-545,HELP,,https://twitter.com/RLtheGraape/status/1579045578662899712,123,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@RLtheGraape,RL,not single,ERROR,2018-01-16 08:56:11+00:00,92,102,,"What the fuck? The peso is weak because the dollar is strong? HELL NO. 

This is because we are IMPORTING too much. We are in DEFICIT. Kulang na ang produksyon kaya umaangkat tayo mula sa ibang bansa. Kaya nga umuutang kayo.

Nandiyan din ang inflation at economic growth  (1/2) https://t.co/pOKOyh0opj",,,2022-10-09 09:46:17+00:00,,,42,3,14,4,Unidentified,ERROR,,,No Quoted,,
